method,psnr_mean,psnr_std,ssim_mean,ssim_std,mae_mean,mae_std
zero_filled,25.418210740792446,2.276248571517577,0.5455835100512105,0.09320146765110433,0.042190976650454105,0.011912476147363259
unrolled_complex_unet,26.452194906346698,2.8305019108911598,0.574196330771001,0.1047458645233103,0.03905791920736771,0.013240733506605023
rewave_net,27.059435897434913,3.19760084684445,0.591791626004852,0.11113746081872591,0.03732275496744974,0.013716281972958232
